d,type,dataset,layer,edges,k1,k2,h,batch_size,lr,scheduler,ss,sg,batchnorm,act,dropout,gpool,nh,nhf,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,layers_mp
cuda,dilated_gnn,DD,gatconv_paper,False,1.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,100.6,135.435,0.0635,0.0747,31751.0,0.7403,0.0427,0.9808,0.0241,0.9745,0.031,0.9795,0.0277,0.977,0.0289,0.993,0.0111,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=1-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,1.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,90.5,60.7293,0.2599,0.2097,31943.0,0.7873,0.0404,0.9134,0.0639,0.8906,0.0686,0.9013,0.086,0.8958,0.0771,0.9613,0.0372,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=1-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,1.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,53.1,49.2229,0.2117,0.13,31751.0,0.7075,0.0296,0.9163,0.0557,0.902,0.0647,0.8948,0.0724,0.8983,0.0681,0.9609,0.0341,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=1-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,29.6,20.041,0.4549,0.2521,8643.0,0.6683,0.022,0.8599,0.0735,0.8398,0.0824,0.8159,0.1011,0.8275,0.0918,0.923,0.0584,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,25.7,23.3583,0.2278,0.1709,8579.0,0.8878,0.0181,0.9035,0.0822,0.9031,0.0792,0.853,0.1399,0.8751,0.1131,0.9455,0.0675,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,46.5,43.6858,0.6996,0.6238,8643.0,1.0386,0.0326,0.7893,0.0685,0.7518,0.0749,0.7241,0.1145,0.7368,0.0963,0.8585,0.0725,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,30.9,18.069,0.4084,0.0572,8579.0,0.8979,0.0423,0.8132,0.0292,0.8046,0.0342,0.725,0.0496,0.7623,0.0398,0.886,0.0349,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,38.0,30.4237,0.3204,0.1849,8643.0,0.5113,0.0199,0.8706,0.0793,0.8566,0.0809,0.8199,0.1289,0.8365,0.1061,0.9329,0.0576,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,82.2,149.0046,0.1949,0.1553,8579.0,0.9201,0.0609,0.9249,0.0672,0.9282,0.0658,0.8827,0.1064,0.9043,0.0875,0.9625,0.0424,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,41.9,34.0454,0.4754,0.0889,8643.0,0.6064,0.0307,0.7963,0.0373,0.7677,0.0303,0.7261,0.0828,0.7449,0.0542,0.8705,0.0397,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,34.0,24.2116,0.4046,0.0584,8579.0,0.8428,0.0521,0.8227,0.0307,0.8212,0.0321,0.7303,0.0508,0.7728,0.042,0.8898,0.0328,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,46.3,29.5704,0.2981,0.2047,27523.0,0.673,0.0197,0.9136,0.0595,0.9,0.0695,0.8896,0.0773,0.8946,0.0729,0.9643,0.0333,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,40.8,38.7345,0.1722,0.15,27395.0,0.8188,0.0337,0.9285,0.0669,0.9242,0.0723,0.899,0.0945,0.9112,0.0835,0.9665,0.0398,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,63.8,44.3504,0.3566,0.1435,27523.0,0.9487,0.0447,0.8608,0.0585,0.8358,0.0644,0.824,0.0843,0.8295,0.0736,0.9253,0.0499,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,29.2,22.3105,0.3705,0.0895,27395.0,0.6904,0.0189,0.8292,0.044,0.8109,0.0433,0.7629,0.0824,0.7852,0.063,0.9032,0.0462,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,47.1,35.0755,0.2012,0.2239,27523.0,1.0593,0.0194,0.9179,0.0968,0.9052,0.1096,0.8909,0.1346,0.8977,0.1226,0.9554,0.0683,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,29.7,25.6088,0.1399,0.102,27395.0,0.9322,0.0237,0.9515,0.0417,0.9574,0.0379,0.923,0.0666,0.9396,0.0523,0.9832,0.0178,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,48.7,36.1194,0.3737,0.1614,27523.0,0.5837,0.0142,0.8435,0.0703,0.8192,0.084,0.795,0.096,0.8068,0.09,0.9107,0.0633,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,46.5,50.6266,0.3273,0.1147,27395.0,0.6433,0.0306,0.857,0.0502,0.8456,0.0504,0.798,0.0859,0.8203,0.0679,0.9218,0.0456,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,104.2,103.7842,0.2734,0.2261,9829.0,1.228,0.0336,0.9418,0.045,0.9302,0.0536,0.9295,0.057,0.9297,0.0544,0.9786,0.0188,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,46.3,67.9353,0.2,0.136,9733.0,0.8448,0.0165,0.923,0.0552,0.9143,0.0622,0.8981,0.0751,0.906,0.0681,0.9611,0.0366,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,27.6,16.794,0.6583,0.264,9829.0,0.868,0.0318,0.779,0.0584,0.7317,0.0637,0.7345,0.0837,0.7328,0.0734,0.849,0.0623,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,31.1,35.3849,0.3953,0.0807,9733.0,0.9513,0.0416,0.827,0.0416,0.8084,0.0475,0.761,0.0653,0.7837,0.0559,0.8902,0.0428,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,72.9,62.3962,0.1272,0.1158,9829.0,0.6913,0.0222,0.9555,0.0408,0.9474,0.0456,0.9448,0.0555,0.946,0.0496,0.9867,0.0148,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,22.3,17.978,0.1927,0.1109,9733.0,0.6465,0.0336,0.9331,0.0431,0.9231,0.0492,0.9144,0.059,0.9185,0.0526,0.9666,0.0237,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,77.1,56.7353,0.4688,0.2626,9829.0,0.7223,0.0364,0.8354,0.0638,0.8032,0.0695,0.792,0.1052,0.7968,0.0874,0.9052,0.0566,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,42.6,41.9624,0.339,0.0865,9733.0,0.9912,0.046,0.8636,0.0392,0.8476,0.0406,0.8163,0.0628,0.8314,0.0513,0.9189,0.0391,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,50.4,33.1307,0.5963,0.9676,31941.0,0.8276,0.0212,0.919,0.0833,0.9059,0.0914,0.8919,0.1269,0.898,0.1101,0.9589,0.06,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,35.7,41.3498,0.2134,0.1865,31749.0,0.7743,0.0381,0.9103,0.0867,0.906,0.0938,0.8705,0.1254,0.8874,0.1101,0.9455,0.0645,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,77.7,52.9642,0.3982,0.2951,31941.0,0.8536,0.0239,0.882,0.075,0.8549,0.0889,0.8602,0.0993,0.8572,0.0932,0.9352,0.0642,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,42.7,45.3256,0.3009,0.111,31749.0,0.8183,0.0264,0.8759,0.0485,0.8647,0.057,0.8302,0.066,0.8469,0.0607,0.9325,0.0366,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,74.3,85.8884,0.1893,0.1938,31941.0,0.7871,0.0377,0.9394,0.0625,0.9268,0.076,0.9276,0.0795,0.9268,0.0759,0.9727,0.0327,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,24.8,12.6079,0.128,0.0868,31749.0,0.7295,0.0427,0.9604,0.0358,0.9512,0.0447,0.9533,0.0435,0.9522,0.0436,0.9823,0.0177,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,50.6,33.7941,0.3583,0.1882,31941.0,0.7096,0.0193,0.8621,0.0714,0.838,0.0735,0.8232,0.1122,0.8297,0.092,0.9274,0.0583,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,76.4,80.2374,0.2007,0.0878,31749.0,0.6959,0.0317,0.9249,0.0376,0.9121,0.0413,0.9051,0.0557,0.9084,0.0476,0.9682,0.0265,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,61.9,36.2035,0.2084,0.1914,11015.0,0.8673,0.0276,0.9467,0.0473,0.9356,0.0572,0.9357,0.0571,0.9356,0.0569,0.9827,0.0244,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,15.3,11.3142,0.2626,0.1248,10887.0,0.8298,0.0382,0.8939,0.0576,0.8741,0.0658,0.8666,0.0805,0.8701,0.0724,0.9436,0.045,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,64.0,58.1756,0.5633,0.3883,11015.0,0.8299,0.0487,0.8267,0.0629,0.7881,0.0656,0.7906,0.1015,0.7888,0.0836,0.8945,0.0627,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,10.8,10.018,0.4391,0.0508,10887.0,0.907,0.0376,0.8077,0.0279,0.7837,0.0288,0.739,0.0494,0.7604,0.0385,0.8682,0.0316,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,68.5,48.5598,0.1525,0.1778,11015.0,0.6882,0.0305,0.9562,0.0491,0.9482,0.0592,0.9456,0.0606,0.9469,0.0598,0.9844,0.0217,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,53.2,55.3115,0.1116,0.1136,10887.0,0.6336,0.0271,0.9634,0.0441,0.9563,0.0529,0.9552,0.0545,0.9557,0.0534,0.9838,0.0215,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,59.0,47.5584,0.4263,0.192,11015.0,0.6543,0.0387,0.834,0.0632,0.7983,0.0718,0.7988,0.0906,0.7983,0.0808,0.9058,0.0557,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,16.8,8.5299,0.3904,0.0563,10887.0,0.8468,0.1256,0.8343,0.031,0.8123,0.0368,0.7801,0.0447,0.7957,0.0392,0.8979,0.0303,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,82.6,73.7675,0.3556,0.3966,36359.0,1.1246,0.0438,0.9328,0.0663,0.9201,0.0796,0.9174,0.0812,0.9187,0.0803,0.9702,0.0368,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,DD,gatconv_paper,False,2.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,70.0,90.9373,0.1799,0.1566,36103.0,0.8895,0.0349,0.9285,0.0652,0.9135,0.0783,0.9143,0.0782,0.9139,0.0781,0.9623,0.042,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=gatconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
