d,type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,165.8,199.6796,0.4102,0.0971,8645.0,0.4391,0.027,0.8168,0.0525,0.7858,0.0674,0.7475,0.074,0.7658,0.0694,0.8796,0.0567,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,188.1,194.2732,0.4892,0.0463,8773.0,0.5809,0.0263,0.77,0.0304,0.7364,0.0333,0.6652,0.0635,0.6983,0.0485,0.8307,0.0352,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,383.2,210.3358,0.4612,0.0312,8645.0,0.5362,0.027,0.7874,0.0204,0.7552,0.0289,0.6981,0.0316,0.7254,0.0289,0.8524,0.0242,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,162.2,226.2529,0.3712,0.1419,8773.0,0.4979,0.0232,0.838,0.0666,0.8129,0.0791,0.7732,0.0945,0.7922,0.0862,0.8993,0.0511,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,129.5,107.7277,0.4256,0.092,8645.0,0.4572,0.0318,0.8073,0.047,0.7773,0.0575,0.7276,0.0717,0.7514,0.0641,0.8684,0.0529,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,81.5,47.6618,0.502,0.0187,8773.0,0.5001,0.0209,0.7593,0.0128,0.72,0.0205,0.6586,0.0261,0.6876,0.019,0.8238,0.0153,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,329.1,268.7458,0.4897,0.0236,8645.0,0.4792,0.0263,0.7698,0.0149,0.7195,0.0176,0.7009,0.0323,0.7099,0.024,0.8333,0.0191,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,93.2,110.3792,0.3559,0.1329,33925.0,0.5597,0.0176,0.8412,0.0623,0.8111,0.0724,0.7908,0.0838,0.8006,0.0778,0.9075,0.05,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,83.7,80.2696,0.3665,0.1727,33669.0,0.4508,0.0252,0.8353,0.088,0.8105,0.1043,0.7678,0.1266,0.7879,0.1156,0.8868,0.0761,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,283.7,228.8476,0.4163,0.0797,33925.0,0.8867,0.0583,0.8056,0.0411,0.7725,0.049,0.7319,0.0657,0.7513,0.0567,0.8783,0.0495,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,230.1,185.396,0.4412,0.0618,33669.0,0.6225,0.0417,0.7964,0.038,0.7634,0.0457,0.7155,0.0611,0.7382,0.0513,0.8628,0.0404,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,116.7,215.9727,0.3827,0.0835,33925.0,0.6165,0.0903,0.8319,0.042,0.8054,0.0455,0.7643,0.0726,0.7839,0.0588,0.8978,0.0401,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,153.4,191.4295,0.3973,0.1355,33669.0,0.524,0.0267,0.8163,0.0647,0.7873,0.0752,0.7409,0.0953,0.763,0.0848,0.8796,0.051,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,55.8,34.6202,0.4884,0.017,33925.0,0.8201,0.0259,0.7688,0.0133,0.7323,0.0172,0.6721,0.0119,0.7008,0.0125,0.8343,0.0124,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,345.7,272.4621,0.4592,0.0517,33669.0,0.6744,0.0365,0.7852,0.032,0.7488,0.0401,0.7024,0.0571,0.7241,0.0459,0.8531,0.0364,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,53.7,44.8398,0.4199,0.0328,10887.0,0.5098,0.0792,0.8104,0.0196,0.7737,0.0336,0.7498,0.0229,0.7612,0.0233,0.8835,0.0203,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,156.4,174.4289,0.3244,0.1679,10727.0,0.448,0.0835,0.8578,0.0866,0.8372,0.1051,0.7986,0.1261,0.8167,0.1154,0.9099,0.0781,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,177.3,269.6383,0.4898,0.0378,10887.0,0.5738,0.0231,0.7705,0.0239,0.7353,0.0314,0.6705,0.0481,0.7009,0.0378,0.8324,0.0286,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,366.5,214.6091,0.4764,0.0353,10727.0,0.4803,0.0183,0.777,0.0201,0.7376,0.0255,0.6917,0.0405,0.7135,0.0313,0.8413,0.028,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,163.5,178.5196,0.361,0.0961,10887.0,0.5096,0.0221,0.8373,0.0466,0.8064,0.05,0.7812,0.0724,0.7933,0.0611,0.9079,0.0374,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,166.5,107.0105,0.4406,0.0788,10727.0,0.4911,0.0673,0.7964,0.0436,0.7547,0.0474,0.7264,0.0864,0.7393,0.0662,0.8605,0.0511,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,27.9,18.6142,0.5146,0.0225,10887.0,0.6404,0.0602,0.7544,0.0151,0.7204,0.0206,0.6373,0.029,0.6761,0.0234,0.813,0.019,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,269.6,188.2627,0.5035,0.0194,10727.0,0.5204,0.0472,0.7635,0.0131,0.7132,0.0116,0.6895,0.0387,0.7007,0.0236,0.8224,0.0158,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,112.3,165.608,0.2444,0.1779,42247.0,0.6191,0.0328,0.8976,0.0832,0.874,0.101,0.8694,0.1092,0.8716,0.1049,0.9409,0.0611,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,175.9,120.5972,0.2918,0.2189,41927.0,0.5361,0.0357,0.8835,0.0911,0.8599,0.1109,0.8444,0.1236,0.8518,0.117,0.9275,0.0711,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,259.6,223.2582,0.4244,0.0794,42247.0,0.8541,0.048,0.8042,0.044,0.7727,0.0474,0.7257,0.0795,0.7476,0.0632,0.8732,0.0499,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,301.5,264.2939,0.4453,0.0639,41927.0,0.7503,0.0352,0.7965,0.0363,0.7617,0.047,0.7189,0.0618,0.739,0.0515,0.8599,0.0427,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,131.7,160.6481,0.3962,0.0643,42247.0,0.6544,0.0552,0.8213,0.0356,0.7897,0.035,0.7578,0.062,0.7729,0.047,0.8935,0.0334,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,128.9,62.625,0.3724,0.1201,41927.0,0.5259,0.0281,0.8331,0.0588,0.8111,0.0744,0.7646,0.0792,0.7865,0.0737,0.8968,0.0469,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,10.0,10.315,0.5242,0.0209,42247.0,0.7826,0.039,0.7472,0.016,0.7087,0.0144,0.632,0.0292,0.668,0.0206,0.8046,0.0175,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,341.6,253.744,0.4673,0.0366,41927.0,0.8187,0.0263,0.7808,0.0281,0.7362,0.0394,0.7113,0.0357,0.7233,0.035,0.8487,0.0261,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,116.9,151.7323,0.2829,0.1331,14209.0,0.6018,0.0232,0.8825,0.0681,0.8891,0.0589,0.8123,0.1296,0.8462,0.099,0.9417,0.0502,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,153.1,209.0414,0.2524,0.1551,9985.0,0.4862,0.0133,0.9008,0.0695,0.9159,0.0569,0.8318,0.1258,0.8699,0.0955,0.9523,0.0422,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.001,False,relu,0.0,mean,val_best,232.8,159.2506,0.2257,0.1631,14081.0,0.6567,0.0412,0.9162,0.0737,0.9208,0.079,0.871,0.1131,0.894,0.0943,0.9566,0.052,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.001,False,relu,0.0,mean,val_best,149.7,149.3962,0.2635,0.1985,9921.0,0.562,0.0358,0.8947,0.1018,0.9073,0.0829,0.8168,0.1984,0.8525,0.1553,0.9325,0.0858,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,212.6,95.4811,0.3825,0.0315,9985.0,0.5309,0.0154,0.8345,0.0163,0.829,0.0183,0.7568,0.0307,0.791,0.0219,0.9021,0.0169,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,204.8,272.4727,0.4222,0.0925,14209.0,0.715,0.0446,0.803,0.0753,0.7406,0.2487,0.6664,0.2261,0.7014,0.2365,0.8762,0.0602,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.001,False,relu,0.5,mean,val_best,331.2,290.2388,0.4228,0.0806,9921.0,0.5148,0.0135,0.8095,0.0455,0.8184,0.0307,0.693,0.1178,0.745,0.0863,0.8732,0.0532,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.001,False,relu,0.5,mean,val_best,268.1,278.559,0.4528,0.0925,14081.0,0.5999,0.0218,0.795,0.0517,0.7994,0.0503,0.6713,0.1051,0.7271,0.0802,0.853,0.0589,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,82.4,120.0726,0.2214,0.1891,9985.0,0.6197,0.0508,0.9093,0.0846,0.9168,0.0761,0.8531,0.1433,0.8817,0.1132,0.9469,0.0587,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,80.5,131.7803,0.269,0.1811,14209.0,0.7343,0.0354,0.8827,0.0823,0.8776,0.086,0.8272,0.1233,0.8509,0.1053,0.9323,0.055,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.01,False,relu,0.0,mean,val_best,255.3,234.5059,0.4945,0.1132,14081.0,0.5905,0.0408,0.7573,0.0791,0.7455,0.1191,0.5841,0.1944,0.6456,0.1797,0.8037,0.1102,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.01,False,relu,0.0,mean,val_best,179.7,163.3279,0.3191,0.1473,9921.0,0.6724,0.0208,0.8604,0.0712,0.8615,0.067,0.7838,0.1257,0.8189,0.0994,0.9162,0.0618,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,21.3,13.5429,0.4762,0.029,14209.0,0.82,0.0263,0.784,0.0193,0.7717,0.0213,0.6792,0.0357,0.7223,0.028,0.8442,0.0223,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,38.7,30.0302,0.4491,0.035,9985.0,0.4878,0.0192,0.7998,0.0184,0.792,0.0169,0.7001,0.0436,0.7427,0.03,0.8622,0.023,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,32,5.0,32,0.01,False,relu,0.5,mean,val_best,512.5,152.2532,0.5105,0.0268,14081.0,0.6082,0.0199,0.7606,0.0172,0.7527,0.0287,0.6302,0.0478,0.6848,0.0307,0.8142,0.0239,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,32,3.0,32,0.01,False,relu,0.5,mean,val_best,145.3,166.87,0.5192,0.0786,9921.0,0.5771,0.0222,0.7502,0.048,0.7505,0.0472,0.5899,0.1136,0.6562,0.0877,0.7962,0.0667,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,64,3.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,144.7,223.3307,0.214,0.1374,28161.0,0.5024,0.0095,0.9225,0.0668,0.9316,0.0536,0.8727,0.1278,0.8984,0.0968,0.968,0.0393,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,64,5.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,122.4,150.5093,0.2259,0.107,44801.0,0.6122,0.0193,0.9158,0.0461,0.9176,0.0499,0.875,0.069,0.8954,0.0584,0.9642,0.0288,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,64,5.0,32,0.001,False,relu,0.0,mean,val_best,101.1,144.5852,0.3355,0.2512,44545.0,0.6312,0.0229,0.847,0.1311,0.8709,0.1093,0.7124,0.2615,0.77,0.2086,0.8764,0.1264,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,64,3.0,32,0.001,False,relu,0.0,mean,val_best,162.1,167.4338,0.248,0.2116,28033.0,0.6021,0.0333,0.9036,0.1048,0.9197,0.0884,0.8281,0.199,0.8647,0.1555,0.9338,0.0888,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,64,3.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,231.4,232.0139,0.3216,0.14,28161.0,0.4963,0.0139,0.8629,0.0639,0.857,0.0598,0.7979,0.1093,0.8253,0.0862,0.9197,0.0594,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,64,5.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,135.1,142.9451,0.3619,0.1085,44801.0,0.6147,0.0227,0.8464,0.0468,0.8411,0.045,0.7732,0.0798,0.8051,0.0636,0.9063,0.0512,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,64,5.0,32,0.001,False,relu,0.5,mean,val_best,215.5,261.7993,0.4103,0.1314,44545.0,0.5779,0.0316,0.818,0.0665,0.8197,0.0615,0.7121,0.1201,0.7603,0.0949,0.87,0.0696,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,64,3.0,32,0.001,False,relu,0.5,mean,val_best,197.9,218.1772,0.378,0.1398,28033.0,0.5202,0.0128,0.833,0.0689,0.8357,0.0623,0.7359,0.1278,0.7802,0.0993,0.8908,0.0731,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
cuda,standard_gnn,DD,sageconv,64,3.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,100.9,131.418,0.3048,0.1483,28161.0,0.4955,0.0229,0.873,0.0692,0.8709,0.0683,0.8104,0.1107,0.8386,0.0905,0.9288,0.048,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
cuda,standard_gnn,DD,sageconv,64,5.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,169.7,231.7093,0.2119,0.1799,44801.0,0.6185,0.0388,0.9098,0.0821,0.9019,0.0914,0.8769,0.1111,0.8889,0.1007,0.9508,0.0534,tu_base-d=cuda-type=standard_gnn-dataset=DD-layer=sageconv-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
