d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,scheduler,ss,sg,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,2,3,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,171.5,66.7507,0.395,0.0247,11815.0,0.7221,0.0799,0.8239,0.0131,0.8358,0.0124,0.8057,0.0167,0.8204,0.0135,0.9014,0.0129,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,2,3,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,220.5,202.2584,0.1285,0.0785,42055.0,2.325,0.0571,0.9518,0.0336,0.9542,0.0314,0.9489,0.0366,0.9516,0.034,0.9864,0.0154,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,2,3,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,157.3,82.8445,0.4302,0.0507,42055.0,2.3761,0.0469,0.8027,0.027,0.817,0.0277,0.7793,0.0301,0.7977,0.0288,0.8828,0.0294,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,2,3,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,152.7,60.5162,0.0386,0.0526,42055.0,0.9358,0.0711,0.9872,0.0198,0.9877,0.0179,0.9865,0.0226,0.9871,0.0201,0.9976,0.0058,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,2,3,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,124.9,30.389,0.331,0.0444,42055.0,0.8826,0.0219,0.8572,0.0238,0.8662,0.0231,0.8444,0.0265,0.8552,0.0244,0.9312,0.0191,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,148.1,80.5797,0.2006,0.0773,9347.0,1.5481,0.0389,0.9202,0.0334,0.9264,0.0333,0.9126,0.0345,0.9194,0.0339,0.9717,0.0188,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,66.7,57.4144,0.5366,0.0415,9347.0,1.259,0.0141,0.7388,0.025,0.7554,0.0261,0.7054,0.0278,0.7295,0.0265,0.8102,0.0314,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,127.6,46.5472,0.0923,0.0813,9347.0,0.6972,0.0336,0.9661,0.0329,0.9675,0.0304,0.9643,0.0367,0.9659,0.0334,0.9908,0.0148,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,148.8,261.9648,0.477,0.0388,9347.0,0.7426,0.0309,0.777,0.0225,0.7916,0.022,0.7515,0.0258,0.771,0.0234,0.8531,0.0245,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,144.9,98.0198,0.1583,0.0885,33027.0,1.7596,0.0276,0.9392,0.0354,0.9434,0.0328,0.9342,0.0387,0.9387,0.0358,0.9798,0.0171,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,94.4,55.0095,0.4693,0.0433,33027.0,1.527,0.0544,0.7812,0.0258,0.799,0.0254,0.7508,0.0298,0.7741,0.0272,0.8586,0.0281,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,113.5,51.7151,0.0912,0.0691,33027.0,0.5581,0.0719,0.9673,0.0262,0.9694,0.0246,0.9646,0.0286,0.967,0.0265,0.992,0.0089,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,1,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,182.4,216.9697,0.379,0.0617,33027.0,0.637,0.0372,0.8332,0.0327,0.8438,0.032,0.8172,0.038,0.8302,0.0346,0.908,0.0309,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,109.5,50.0145,0.2091,0.0747,11717.0,2.1873,0.1274,0.9152,0.0332,0.921,0.0314,0.9081,0.0362,0.9145,0.0336,0.9699,0.0196,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,115.9,58.7545,0.5004,0.0312,11717.0,2.1223,0.0697,0.758,0.0197,0.7781,0.0206,0.7208,0.0226,0.7484,0.0214,0.8363,0.0228,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,122.1,76.0111,0.0971,0.0702,11717.0,0.8707,0.0378,0.9645,0.0274,0.9681,0.0243,0.9606,0.0308,0.9643,0.0275,0.9912,0.0097,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,194.7,137.2487,0.4111,0.0397,11717.0,0.7059,0.0576,0.8134,0.0224,0.8254,0.0228,0.7945,0.0243,0.8096,0.0229,0.8921,0.0224,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,138.6,95.8365,0.1818,0.0803,41861.0,1.5078,0.0244,0.9286,0.034,0.934,0.0312,0.9221,0.0377,0.928,0.0344,0.976,0.0156,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,93.9,61.2755,0.4692,0.0503,41861.0,1.6354,0.0288,0.7836,0.0294,0.7989,0.0314,0.7579,0.0284,0.7778,0.0295,0.8598,0.0305,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,130.7,71.8012,0.0701,0.073,41861.0,0.7043,0.0186,0.9745,0.0294,0.9755,0.0274,0.9732,0.0319,0.9743,0.0296,0.9937,0.0094,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,2,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,105.8,58.2216,0.377,0.0694,41861.0,0.702,0.0513,0.833,0.0375,0.8436,0.0365,0.8172,0.0404,0.8301,0.0382,0.9076,0.0346,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,167.8,78.4319,0.1655,0.1008,14087.0,2.3732,0.0471,0.935,0.0457,0.9383,0.042,0.9308,0.0509,0.9345,0.0464,0.9774,0.03,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,70.4,81.3476,0.5465,0.0487,14087.0,2.3709,0.0747,0.7293,0.0296,0.7433,0.031,0.6997,0.0316,0.7208,0.0308,0.8026,0.035,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,138.7,39.5703,0.0542,0.0433,14087.0,0.6803,0.0403,0.9812,0.0173,0.9811,0.0171,0.9811,0.0183,0.9811,0.0175,0.9971,0.0047,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,146.3,122.0492,0.4372,0.0631,14087.0,1.1126,0.0602,0.796,0.0404,0.8099,0.0403,0.7728,0.0441,0.7909,0.042,0.8746,0.0426,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,177.7,117.6274,0.1283,0.0835,50695.0,1.7639,0.0231,0.9505,0.0358,0.9522,0.0333,0.9484,0.039,0.9503,0.0361,0.9857,0.0166,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,89.3,40.1996,0.4724,0.0468,50695.0,2.666,0.0813,0.7813,0.0279,0.7952,0.0272,0.7566,0.0334,0.7754,0.0303,0.8588,0.0275,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,92.9,26.4894,0.0831,0.0599,50695.0,0.7688,0.0326,0.97,0.0238,0.9706,0.0228,0.9691,0.0251,0.9699,0.0239,0.9936,0.0068,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,NCI1,ginconv_paper,False,3,3,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,109.4,52.0023,0.358,0.0557,50695.0,0.8608,0.0595,0.8425,0.0278,0.8516,0.0249,0.829,0.0345,0.8401,0.0291,0.918,0.0254,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,69.3,58.1482,0.5043,0.0349,3747.0,0.7203,0.0541,0.7659,0.0242,0.7133,0.028,0.7,0.0674,0.7049,0.0418,0.8317,0.0239,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,67.1,49.5549,0.5236,0.026,3747.0,0.6963,0.02,0.7508,0.0196,0.6853,0.0253,0.706,0.0324,0.6951,0.0236,0.8174,0.0201,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,73.3,42.1,0.4771,0.0379,3747.0,0.4136,0.0182,0.7794,0.0304,0.736,0.0217,0.7063,0.1016,0.7165,0.062,0.8512,0.0253,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,38.0,38.1969,0.5327,0.0432,3747.0,0.44,0.0116,0.7468,0.0307,0.7068,0.037,0.6355,0.1047,0.6645,0.0667,0.812,0.0311,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,65.8,60.3983,0.5205,0.0394,13635.0,0.5917,0.012,0.7602,0.0199,0.6978,0.0216,0.7117,0.0432,0.7043,0.0303,0.8203,0.028,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,115.8,140.4043,0.5176,0.0358,13635.0,0.5167,0.0128,0.757,0.0259,0.7021,0.0254,0.6872,0.0902,0.6914,0.0574,0.822,0.0252,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,48.5,32.2405,0.5084,0.0365,13635.0,0.3757,0.0077,0.7649,0.0316,0.729,0.033,0.6592,0.093,0.6894,0.0635,0.8286,0.0273,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,1,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,52.4,45.8589,0.5089,0.0312,13635.0,0.3722,0.0204,0.7677,0.0206,0.7259,0.0174,0.6789,0.0676,0.7,0.0394,0.8287,0.0211,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,84.4,67.5429,0.481,0.0817,6117.0,0.7926,0.0465,0.7794,0.043,0.7302,0.0519,0.7191,0.0519,0.7245,0.0512,0.8474,0.0454,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,127.6,133.2165,0.498,0.0566,6117.0,0.5575,0.0122,0.7703,0.0266,0.7151,0.032,0.7151,0.0428,0.7146,0.0339,0.8369,0.0348,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,63.7,63.6318,0.4391,0.1027,6117.0,0.5651,0.0224,0.7946,0.0518,0.7693,0.0535,0.7014,0.1267,0.7273,0.091,0.8703,0.0509,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,47.2,33.7099,0.4861,0.0442,6117.0,0.4084,0.0174,0.7713,0.0263,0.7216,0.034,0.7033,0.0653,0.7109,0.0431,0.8416,0.03,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,106.3,83.4351,0.4539,0.0902,22469.0,0.7842,0.0354,0.7863,0.0471,0.73,0.0569,0.7449,0.064,0.7371,0.0588,0.8584,0.054,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,142.3,103.7314,0.4899,0.0628,22469.0,0.7414,0.02,0.7761,0.0323,0.7292,0.0401,0.7024,0.0663,0.7148,0.0521,0.8419,0.0382,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,True,PROTEINS,ginconv_paper,False,1,2,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,97.6,78.1373,0.4246,0.0941,22469.0,0.4906,0.0263,0.8039,0.0501,0.7576,0.0583,0.7548,0.0744,0.7556,0.063,0.8754,0.0482,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
